handover_success_rate,ABS_QoS_DRB,DRB.RlcDelayUI,DRB.AirIfDelayUI,DRB.RlcSduDelayDl,DRB.AirIfDelayDl,ULDelay_gNBDU_Cell,DLDelay_gNBDU_Cell,Label
0.982367133,4,0.171187923,0.11635292,0.073224985,0.184097135,0.287540842,0.25732212,0
0.962441347,1,0.073172442,0.288606149,0.289927052,0.16099139,0.361778591,0.450918443,0
0.973967074,2,0.661417122,0.312702608,0.089455409,0.451272677,0.974119731,0.540728087,0
0.963554375,3,0.100930211,0.071279031,0.017140192,0.176125311,0.172209242,0.193265503,0
0.971795515,0,0.531822505,0.435553503,0.316707745,0.489507702,0.967376008,0.806215448,0
0.971557943,3,0.056243755,0.555906693,0.28525853,0.519638559,0.612150448,0.804897088,0
0.981039481,3,0.289919154,0.482198018,0.571052765,0.327854276,0.772117172,0.898907041,0
0.968872097,0,0.101355661,0.287824559,0.655044136,0.021894264,0.38918022,0.6769384,0
0.961716204,0,0.348102562,0.250900279,0.29165517,0.242383011,0.599002842,0.534038181,0
0.97427585,1,0.003980282,0.035749232,0.631020101,0.078724333,0.039729514,0.709744435,0
0.985194192,1,0.062933178,0.307390998,0.109539711,0.201456604,0.370324177,0.310996315,0
0.970803785,4,0.052056879,0.162323241,0.546571991,0.255393812,0.214380121,0.801965803,0
0.964447668,3,0.145528227,0.597168188,0.312889431,0.338884191,0.742696415,0.651773622,0
0.966796825,4,0.396828906,0.407481918,0.41363618,0.105602638,0.804310824,0.519238818,0
0.970518462,0,0.337408339,0.198309736,0.037026394,0.561275645,0.535718074,0.598302038,0
0.97148375,1,0.600564216,0.065837582,0.053021894,0.18310873,0.666401798,0.236130624,0
0.964292112,2,0.150669042,0.009774447,0.25001414,0.060049534,0.160443489,0.310063674,0
0.974808065,3,0.212373169,0.567483043,0.531130249,0.124055614,0.779856212,0.655185863,0
0.985911815,2,0.650146224,0.123372905,0.00879893,0.153810301,0.773519129,0.162609231,0
0.963121943,3,0.37799293,0.001255175,0.03991707,0.632121616,0.379248105,0.672038686,0
0.963564061,2,0.033927846,0.415554435,0.174300401,0.458803371,0.449482281,0.633103772,0
0.985164437,1,0.306061757,0.52316052,0.255309207,0.041226849,0.829222277,0.296536056,0
0.987166632,2,0.302278701,0.486107432,0.443469402,0.03094909,0.788386134,0.474418493,0
0.987067078,4,0.013631482,0.503805896,0.256675931,0.297955387,0.517437378,0.554631318,0
0.96891821,3,0.488436355,0.507094109,0.541842025,0.409632208,0.995530464,0.951474233,0
0.972645674,2,0.392051377,0.599036783,0.258519994,0.31561428,0.99108816,0.574134273,0
0.968809199,1,0.350555525,0.597121188,0.231667181,0.172290755,0.947676712,0.403957936,0
0.982602696,2,0.129026535,0.160995564,0.505818604,0.186164537,0.290022099,0.691983142,0
0.982296405,2,0.632594769,0.03520951,0.159510842,0.184774667,0.667804278,0.344285509,0
0.969844351,3,0.088474837,0.616384059,0.468263689,0.026884371,0.704858897,0.49514806,0
0.970207793,0,0.173327582,0.341367215,0.318213349,0.285187807,0.514694797,0.603401156,0
0.969282819,3,0.353525339,0.446117437,0.051089762,0.33415866,0.799642777,0.385248422,0
0.972604158,4,0.035985505,0.604154874,0.000548783,0.407623416,0.640140379,0.4081722,0
0.973876933,4,0.23300955,0.474228624,0.313614202,0.320592589,0.707238174,0.634206791,0
0.983359149,4,0.508099992,0.005160238,0.369235453,0.038960193,0.51326023,0.408195646,0
0.963850811,3,0.144595042,0.552476376,0.665550872,0.16531448,0.697071418,0.830865352,0
0.976138938,3,0.27512802,0.24677823,0.173174077,0.344910106,0.521906249,0.518084184,0
0.979528154,3,0.335777885,0.531513498,0.051405876,0.288807271,0.867291383,0.340213147,0
0.982708018,1,0.09651227,0.064427669,0.122283274,0.602363205,0.160939939,0.724646479,0
0.972526346,0,0.122227476,0.52903494,0.319303355,0.347228293,0.651262416,0.666531648,0
0.963700982,4,0.238240516,0.220080726,0.143616967,0.53128383,0.458321242,0.674900797,0
0.978952152,0,0.145281014,0.003282464,0.579990467,0.35757058,0.148563478,0.937561047,0
0.96386077,0,0.099831345,0.630871507,0.28043165,0.250646207,0.730702852,0.531077857,0
0.96006073,4,0.562988581,0.286358248,0.384383611,0.368548135,0.849346828,0.752931747,0
0.97482983,2,0.569335307,0.219125472,0.604911904,0.364403176,0.788460779,0.96931508,0
0.977897688,2,0.150066255,0.632121175,0.275394648,0.54405513,0.782187431,0.819449778,0
0.979012709,2,0.664740744,0.186622171,0.401950987,0.017866737,0.851362915,0.419817723,0
0.985102111,4,0.56594189,0.398781864,0.608265292,0.257111429,0.964723754,0.865376721,0
0.962626144,4,0.227685375,0.079056044,0.470134141,0.505176578,0.306741419,0.975310719,0
0.963997561,2,0.171636496,0.031699122,0.258843458,0.063335594,0.203335618,0.322179052,0
0.973295929,2,0.091660538,0.355131011,0.532733177,0.149966095,0.446791549,0.682699272,0
0.976034135,2,0.111750089,0.405749211,0.39042514,0.566726785,0.5174993,0.957151924,0
0.97591412,2,0.222492477,0.079910291,0.38698903,0.499038775,0.302402768,0.886027805,0
0.982766217,2,0.063046096,0.414955481,0.395984482,0.123959095,0.478001577,0.519943577,0
0.98250804,3,0.10768078,0.366794613,0.474469047,0.281258828,0.474475392,0.755727875,0
0.966813856,4,0.149629755,0.265353523,0.282273526,0.536411835,0.414983278,0.818685361,0
0.977096534,1,0.52741651,0.138399604,0.008325728,0.222361433,0.665816114,0.230687161,0
0.977095691,0,0.207088959,0.102379083,0.022547678,0.259311593,0.309468042,0.281859272,0
0.984138684,2,0.171674364,0.508257939,0.145464122,0.129644987,0.679932302,0.275109108,0
0.972644666,3,0.609028045,0.03227894,0.249077474,0.362549708,0.641306985,0.611627182,0
0.976103769,1,0.033665481,0.013200182,0.033810826,0.126583575,0.046865663,0.160394401,0
0.963632218,1,0.001889961,0.636578211,0.131525501,0.558846748,0.638468173,0.690372249,0
0.96731308,2,0.458864186,0.337638062,0.265243337,0.440225221,0.796502247,0.705468558,0
0.987127345,4,0.546067719,0.14754634,0.195565462,0.001792777,0.693614059,0.197358238,0
0.960269897,3,0.334403189,0.49477825,0.463249344,0.216401034,0.829181438,0.679650378,0
0.988823999,3,0.346864646,0.306814364,0.089071271,0.463724374,0.65367901,0.552795645,0
0.967290594,4,0.382034615,0.076432699,0.294392974,0.032047518,0.458467314,0.326440493,0
0.983083692,2,0.296105242,0.150326741,0.37193589,0.073383863,0.446431983,0.445319753,0
0.97401304,0,0.425505716,0.234225268,0.510907173,0.341315552,0.659730984,0.852222725,0
0.971723327,3,0.606192978,0.222178845,0.116912984,0.334702194,0.828371823,0.451615178,0
0.97460903,3,0.301367222,0.006927954,0.090622825,0.127051496,0.308295177,0.21767432,0
0.974983589,1,0.087362413,0.553685696,0.479268662,0.158492651,0.641048108,0.637761313,0
0.988390781,1,0.101990023,0.048433338,0.32431855,0.620138355,0.150423361,0.944456904,0
0.967561486,3,0.557021639,0.283065565,0.170286264,0.392545905,0.840087204,0.562832169,0
0.969305509,1,0.159896358,0.039155493,0.346466172,0.138232286,0.199051851,0.484698459,0
0.983353903,2,0.656717396,0.191863189,0.344217603,0.033799854,0.848580585,0.378017456,0
0.965754117,2,0.500054211,0.202957275,0.044401018,0.255608632,0.703011486,0.30000965,0
0.961004335,3,0.099255237,0.295976831,0.584951084,0.376589905,0.395232068,0.961540989,0
0.979503093,4,0.379575724,0.171226408,0.273667124,0.580489702,0.550802132,0.854156826,0
0.965601694,1,0.660014333,0.189965786,0.064465901,0.489042176,0.849980119,0.553508077,0
0.962171954,2,0.486072331,0.360202158,0.557276706,0.415850124,0.846274489,0.973126829,0
0.9788505,2,0.220259828,0.194240206,0.438371485,0.291417385,0.414500033,0.72978887,0
0.960707932,4,0.074969025,0.353714123,0.170461026,0.486789069,0.428683148,0.657250095,0
0.974396745,2,0.127003795,0.510231485,0.308785831,0.119505469,0.63723528,0.4282913,0
0.981985001,2,0.191494345,0.380617049,0.19600663,0.318766988,0.572111393,0.514773618,0
0.977985653,0,0.26613603,0.125352198,0.196612006,0.289089575,0.391488228,0.485701581,0
0.974123374,1,0.022325513,0.1527299,0.327946145,0.018238887,0.175055413,0.346185032,0
0.96575611,0,0.069794571,0.636839243,0.053507791,0.039692035,0.706633814,0.093199827,0
0.976513629,4,0.28255082,0.355109058,0.140618247,0.014181294,0.637659878,0.15479954,0
0.98161669,3,0.086162803,0.33131423,0.443268459,0.418940778,0.417477033,0.862209237,0
0.974017139,4,0.000578575,0.195641725,0.508707247,0.19342615,0.1962203,0.702133397,0
0.98977406,0,0.568600779,0.272278331,0.413159939,0.46807079,0.84087911,0.881230729,0
0.988278097,1,0.433929425,0.022154994,0.288300724,0.641891259,0.456084419,0.930191983,0
0.970560427,2,0.110055376,0.323075681,0.310665745,0.124602241,0.433131058,0.435267986,0
0.977557905,3,0.140667822,0.622215337,0.541678621,0.442119685,0.762883158,0.983798306,0
0.976439753,1,0.001888722,0.157115317,0.072013312,0.52622975,0.159004039,0.598243062,0
0.981659752,1,0.05094457,0.340660738,0.074600668,0.627397971,0.391605308,0.701998639,0
0.989481496,1,0.085748788,0.092494745,0.012363203,0.412623836,0.178243532,0.424987039,0
0.980868573,1,0.336538305,0.334322735,0.222586694,0.349399551,0.67086104,0.571986245,0
0.989903668,3,0.158070114,0.039534772,0.234179559,0.474677217,0.197604886,0.708856775,0
0.981592695,3,0.228287036,0.113272854,0.428856589,0.56645959,0.34155989,0.995316179,0
0.987307156,0,0.624808563,0.11418175,0.416414965,0.499062482,0.738990313,0.915477446,0
0.967813582,0,0.218234298,0.205742473,0.080394747,0.200261683,0.423976771,0.28065643,0
0.977591567,0,0.364992075,0.302215963,0.068097495,0.145492555,0.667208038,0.21359005,0
0.981519173,3,0.625117845,0.120716681,0.234403554,0.360245095,0.745834525,0.594648648,0
0.969191443,3,0.362845087,0.399358901,0.338921034,0.456855834,0.762203988,0.795776868,0
0.974128735,1,0.631657332,0.366395686,0.362099278,0.051798811,0.998053018,0.413898088,0
0.98434926,3,0.154988108,0.085380721,0.49501223,0.183164233,0.24036883,0.678176463,0
0.986007985,4,0.01481483,0.521253958,0.592702732,0.266734031,0.536068788,0.859436763,0
0.979992311,0,0.411449728,0.261692879,0.382749143,0.297113945,0.673142607,0.679863088,0
0.96149438,1,0.006120119,0.461290953,0.140264427,0.297263577,0.467411072,0.437528004,0
0.96820653,2,0.456841882,0.34688736,0.554181634,0.253592737,0.803729242,0.807774371,0
0.978397335,1,0.473569196,0.497255291,0.145231317,0.624328411,0.970824487,0.769559729,0
0.985393134,2,0.468341044,0.057846026,0.221050359,0.44334988,0.52618707,0.664400239,0
0.9818446,1,0.087277383,0.282455831,0.141144021,0.284054558,0.369733214,0.425198579,0
0.988872841,3,0.364320415,0.06085174,0.514925081,0.042295806,0.425172155,0.557220886,0
0.961016996,0,0.236714605,0.660134022,0.359507572,0.109208162,0.896848627,0.468715733,0
0.98826734,1,0.351919251,0.229130583,0.279710163,0.098322405,0.581049833,0.378032568,0
0.965878833,0,0.17839573,0.43774953,0.092080822,0.17778096,0.616145259,0.269861783,0
0.972765427,1,0.503330736,0.219558354,0.301343541,0.24079548,0.722889089,0.542139022,0
0.981523321,2,0.259793899,0.664845907,0.453792268,0.19764744,0.924639806,0.651439708,0
0.989536515,0,0.506010658,0.048540029,0.061468372,0.392742554,0.554550687,0.454210926,0
0.98085343,1,0.241656242,0.24601815,0.1729745,0.47829296,0.487674392,0.65126746,0
0.965663995,1,0.501271181,0.419227022,0.524273544,0.439485353,0.920498203,0.963758897,0
0.964315647,2,0.142307438,0.301519958,0.011777145,0.553614549,0.443827396,0.565391694,0
0.976944197,2,0.144702043,0.457505257,0.491732409,0.388942773,0.6022073,0.880675182,0
0.979660838,0,0.511355156,0.371105921,0.121225458,0.021005562,0.882461077,0.14223102,0
0.980767207,2,0.581422561,0.417853132,0.201269502,0.470187947,0.999275694,0.671457449,0
0.989441479,1,0.280534675,0.078708176,0.468451665,0.365927773,0.359242852,0.834379438,0
0.972557499,4,0.553722349,0.262487733,0.20799996,0.089677825,0.816210082,0.297677785,0
0.962409906,0,0.386905959,0.128672004,0.110086853,0.436395521,0.515577963,0.546482374,0
0.976553689,0,0.177487136,0.546919075,0.258111588,0.611771451,0.724406211,0.869883039,0
0.97321375,1,0.150288483,0.110570929,0.209955357,0.547299571,0.260859412,0.757254929,0
0.974389785,0,0.115058804,0.622057858,0.217673612,0.178762253,0.737116661,0.396435866,0
0.973633158,4,0.436760131,0.104430822,0.202396534,0.121692123,0.541190953,0.324088657,0
0.980840538,0,0.222278184,0.508225213,0.053517152,0.105810256,0.730503397,0.159327409,0
0.969248631,3,0.233237371,0.15241676,0.032816619,0.068367978,0.38565413,0.101184597,0
0.962577261,4,0.063057411,0.161311134,0.096546436,0.146367004,0.224368545,0.24291344,0
0.984533962,4,0.292670542,0.661453949,0.540914856,0.206523715,0.954124491,0.74743857,0
0.981809243,2,0.083071975,0.005667955,0.466483537,0.517156979,0.08873993,0.983640516,0
0.98117735,0,0.632936145,0.049571138,0.645400108,0.311938194,0.682507283,0.957338302,0
0.971661692,2,0.201789334,0.405949126,0.515570911,0.46503597,0.60773846,0.980606881,0
0.968687248,3,0.276668821,0.363608533,0.52617634,0.440194863,0.640277354,0.966371204,0
0.978232032,3,0.099557679,0.345987659,0.332545972,0.368908535,0.445545337,0.701454507,0
0.989311269,2,0.421180157,0.415458705,0.463026801,0.374232852,0.836638862,0.837259653,0
0.969188899,1,0.398822527,0.491636896,0.452805074,0.371232143,0.890459423,0.824037217,0
0.989593767,4,0.626840581,0.089054782,0.105607804,0.122889087,0.715895363,0.228496892,0
0.961855377,2,0.213886787,0.527066194,0.011306764,0.08786091,0.740952981,0.099167674,0
0.967454679,4,0.521057857,0.19086751,0.544651288,0.21968457,0.711925367,0.764335857,0
0.980519459,1,0.155104583,0.328938687,0.466373789,0.117371768,0.484043269,0.583745557,0
0.984299025,2,0.446920436,0.393055723,0.082364945,0.257375587,0.839976158,0.339740532,0
0.967340108,0,0.646197486,0.347103594,0.224921791,0.530864609,0.993301079,0.755786401,0
0.970928503,1,0.233622204,0.309327553,0.228307994,0.292135347,0.542949757,0.520443341,0
0.961212143,3,0.557297424,0.381465207,0.153007105,0.486517349,0.938762631,0.639524453,0
0.961827834,4,0.263130659,0.036611858,0.35621872,0.033343621,0.299742517,0.389562341,0
0.982841801,0,0.100992844,0.170591672,0.148663042,0.657279352,0.271584516,0.805942394,0
0.963782548,0,0.278629343,0.156445339,0.359289431,0.426694345,0.435074682,0.785983776,0
0.961793723,4,0.375043396,0.060245799,0.116908105,0.341344181,0.435289195,0.458252287,0
0.982918621,0,0.042892742,0.123311075,0.006527858,0.151022518,0.166203817,0.157550377,0
0.968945947,4,0.154783435,0.021574994,0.324518888,0.602720213,0.176358429,0.9272391,0
0.984017466,2,0.07278365,0.651250757,0.658499781,0.325122331,0.724034407,0.983622112,0
0.964258868,0,0.65441945,0.031124495,0.308037166,0.628555081,0.685543945,0.936592247,0
0.986765892,1,0.277065488,0.452481313,0.108402983,0.036725065,0.729546802,0.145128047,0
0.984286426,1,0.27287928,0.140505472,0.016263023,0.037572257,0.413384752,0.05383528,0
0.96919649,4,0.158394443,0.331110235,0.398202648,0.230572005,0.489504679,0.628774652,0
0.968136948,2,0.520444351,0.270241947,0.113868903,0.65475852,0.790686297,0.768627423,0
0.970855846,1,0.149847963,0.644315066,0.439811535,0.166012756,0.794163029,0.605824291,0
0.960078927,1,0.577904323,0.006813395,0.376362826,0.114378726,0.584717718,0.490741552,0
0.979754106,2,0.344926801,0.163656857,0.280630137,0.174543964,0.508583659,0.455174101,0
0.984632963,0,0.400683459,0.102213866,0.200107934,0.606417569,0.502897325,0.806525503,0
0.982573219,2,0.16322734,0.534049194,0.332466678,0.304164146,0.697276534,0.636630824,0
0.971646004,2,0.178856953,0.594349637,0.358389153,0.280779738,0.77320659,0.639168891,0
0.975374045,4,0.55899597,0.432070337,0.39088441,0.169468708,0.991066307,0.560353118,0
0.962571544,2,0.130998797,0.02171248,0.101023444,0.631318879,0.152711277,0.732342323,0
0.975605776,3,0.317337264,0.076186899,0.118032486,0.647043141,0.393524163,0.765075627,0
0.975430972,4,0.474920319,0.002114064,0.09513151,0.282011219,0.477034383,0.37714273,0
0.965595228,0,0.566469038,0.159868932,0.017387226,0.609923024,0.72633797,0.62731025,0
0.980445663,4,0.27313781,0.163626706,0.12558817,0.093803563,0.436764517,0.219391733,0
0.977013369,0,0.365331732,0.097098792,0.302398085,0.60190236,0.462430524,0.904300445,0
0.983361336,2,0.051632603,0.20757853,0.555893288,0.106208187,0.259211134,0.662101475,0
0.974515907,2,0.560952765,0.307686631,0.531395183,0.145566715,0.868639396,0.676961898,0
0.975432655,3,0.635372643,0.084927199,0.463771729,0.490721767,0.720299842,0.954493496,0
0.969628018,4,0.270599395,0.154179285,0.276200654,0.241825431,0.42477868,0.518026085,0
0.970271539,0,0.609737778,0.250751961,0.620349332,0.068997779,0.860489738,0.689347111,0
0.977803624,4,0.570867838,0.281242569,0.392012441,0.31805656,0.852110407,0.710069002,0
0.983163683,0,0.422586464,0.350250928,0.419049093,0.451017605,0.772837392,0.870066698,0
0.962512874,2,0.235150853,0.549273578,0.38321892,0.614941123,0.784424432,0.998160043,0
0.964408798,4,0.396051602,0.369988278,0.140878214,0.033066118,0.76603988,0.173944332,0
0.965730632,0,0.077281346,0.621428292,0.185978952,0.488600963,0.698709638,0.674579915,0
0.965415093,0,0.066975865,0.333024354,0.31961341,0.63573117,0.40000022,0.95534458,0
0.975498376,3,0.03824639,0.640128817,0.155407498,0.555440724,0.678375207,0.710848222,0
0.978292214,0,0.390028536,0.483866785,0.655059336,0.031372287,0.873895321,0.686431624,0
0.978330647,2,0.425766879,0.07209704,0.148375319,0.508909354,0.497863919,0.657284674,0
0.982596558,2,0.267300177,0.410861798,0.576363344,0.221500183,0.678161975,0.797863527,0
0.980009953,3,0.224783043,0.359799659,0.277443192,0.340817184,0.584582701,0.618260377,0
0.985868621,2,0.391401294,0.22088737,0.273417558,0.512284976,0.612288664,0.785702534,0
0.970570041,2,0.197557278,0.430017845,0.363867163,0.450560911,0.627575123,0.814428074,0
0.966023584,3,0.059320488,0.128328791,0.095317075,0.165179749,0.187649279,0.260496824,0
0.974892644,2,0.333856548,0.070066289,0.129181621,0.514715935,0.403922837,0.643897555,0
0.977296375,3,0.133277529,0.215023412,0.529128562,0.224458377,0.348300941,0.753586939,0
0.97125072,2,0.193404584,0.102469223,0.122587347,0.242309223,0.295873807,0.364896569,0
0.963961013,3,0.031357108,0.324996832,0.446384072,0.530686193,0.356353939,0.977070265,0
0.983412125,1,0.037370705,0.59168817,0.233216361,0.3297102,0.629058875,0.562926561,0
0.963550031,2,0.207391509,0.373227884,0.299714271,0.572078808,0.580619394,0.871793078,0
0.979000772,4,0.345624986,0.349338382,0.243993939,0.196503112,0.694963368,0.440497052,0
0.987330126,2,0.274374699,0.254442694,0.055127925,0.049118892,0.528817393,0.104246817,0
0.974908741,4,0.214669283,0.543054297,0.327044862,0.142354382,0.75772358,0.469399244,0
0.976880172,2,0.431225152,0.109774985,0.124041915,0.578433485,0.541000137,0.7024754,0
0.988991468,2,0.537008999,0.368245865,0.610050263,0.169848399,0.905254865,0.779898662,0
0.976098525,1,0.561270056,0.122498375,0.214049373,0.219785188,0.683768431,0.433834561,0
0.976993134,0,0.160125534,0.054240208,0.498227722,0.145629395,0.214365742,0.643857116,0
0.985849031,3,0.436465432,0.402349082,0.417328313,0.346996586,0.838814514,0.7643249,0
0.977632471,0,0.009997937,0.66075257,0.115919573,0.644466555,0.670750507,0.760386128,0
0.97358547,2,0.31845428,0.105844023,0.505417337,0.466700383,0.424298304,0.97211772,0
0.980374549,1,0.451659324,0.00239557,0.180530303,0.478935458,0.454054893,0.659465761,0
0.985940016,2,0.348137556,0.331425783,0.433168702,0.028767891,0.67956334,0.461936593,0
0.964564592,1,0.161641451,0.587212523,0.155141157,0.645401745,0.748853973,0.800542902,0
0.981447502,1,0.564394623,0.411279078,0.410448942,0.204593686,0.975673701,0.615042627,0
0.973611874,0,0.630470748,0.241070013,0.557169158,0.054631865,0.871540762,0.611801024,0
0.982968003,2,0.001145158,0.332769453,0.211264034,0.082979479,0.333914612,0.294243513,0
0.982605238,2,0.12589349,0.510857836,0.193634662,0.286285691,0.636751326,0.479920353,0
0.974790428,1,0.129152353,0.106345331,0.552262794,0.248624292,0.235497684,0.800887086,0
0.963766522,1,0.081615819,0.438470373,0.454244071,0.30444324,0.520086193,0.758687311,0
0.965213508,4,0.629267011,0.29317396,0.22595902,0.294366259,0.922440971,0.520325279,0
0.961331926,4,0.554022978,0.09550811,0.320042094,0.529053877,0.649531088,0.849095971,0
0.972571234,3,0.506052223,0.215663278,0.227307547,0.357456429,0.721715501,0.584763975,0
0.974016419,4,0.055501607,0.641684339,0.398904608,0.474286754,0.697185947,0.873191362,0
0.989596819,0,0.318571684,0.536574903,0.491017311,0.311509538,0.855146587,0.802526849,0
0.971772858,4,0.586625663,0.190135643,0.398254754,0.576762543,0.776761306,0.975017297,0
0.971313098,4,0.46185785,0.37007149,0.030256677,0.347396127,0.83192934,0.377652804,0
0.975385615,2,0.319632658,0.375089059,0.533987481,0.122191488,0.694721717,0.656178969,0
0.980463434,3,0.027817722,0.569651471,0.022281231,0.008079711,0.597469193,0.030360942,0
0.960178219,4,0.311669911,0.623772272,0.512333425,0.423196184,0.935442183,0.935529609,0
0.987192769,1,0.227929379,0.580667169,0.199479792,0.076602218,0.808596549,0.27608201,0
0.97137352,2,0.664242517,0.090637156,0.012329604,0.194537825,0.754879673,0.206867429,0
0.973831897,2,0.265486939,0.155625436,0.003870547,0.507323153,0.421112375,0.511193699,0
0.98786096,1,0.455157082,0.43362097,0.615615716,0.245003866,0.888778052,0.860619582,0
0.9672248,3,0.080026975,0.551873566,0.047072711,0.317123371,0.631900541,0.364196082,0
0.966327485,2,0.468087925,0.150229673,0.165345997,0.539387853,0.618317598,0.704733849,0
0.976847785,1,0.106916578,0.388132104,0.288194878,0.107260434,0.495048681,0.395455312,0
0.969567511,0,0.349454496,0.39465632,0.020227438,0.363726699,0.744110815,0.383954137,0
0.982554806,4,0.027327651,0.458028397,0.277291673,0.160271287,0.485356049,0.43756296,0
0.983739599,0,0.471677349,0.019943113,0.560366468,0.262853197,0.491620462,0.823219665,0
0.961931681,1,0.197233487,0.128573378,0.640240733,0.310552462,0.325806865,0.950793194,0
0.985100312,4,0.177854394,0.241923946,0.52211539,0.044516395,0.41977834,0.566631785,0
0.976756192,0,0.31019403,0.377331199,0.611210407,0.24241773,0.687525229,0.853628137,0
0.969057243,0,0.593331802,0.142489069,0.380824882,0.298812209,0.735820871,0.679637092,0
0.972829651,2,0.120638274,0.565263869,0.126912379,0.4158834,0.685902143,0.542795778,0
0.975545036,1,0.658373683,0.312001122,0.296342373,0.274765256,0.970374806,0.57110763,0
0.989121042,0,0.453422191,0.531884353,0.389025392,0.514066231,0.985306544,0.903091623,0
0.984488736,0,0.311658795,0.30001835,0.102064268,0.583927005,0.611677145,0.685991273,0
0.978611168,1,0.631272424,0.178834988,0.236762315,0.015316391,0.810107413,0.252078706,0
0.985135128,1,0.029597169,0.302725052,0.026098978,0.346081736,0.332322222,0.372180715,0
0.980835604,2,0.129918206,0.403420327,0.183752331,0.482549256,0.533338534,0.666301587,0
0.984675741,1,0.53342265,0.007472408,0.347973454,0.341255745,0.540895058,0.689229199,0
0.986580865,2,0.076085884,0.316107095,0.084829203,0.499476095,0.39219298,0.584305298,0
0.974611593,1,0.424072594,0.506659755,0.158422853,0.153454845,0.930732349,0.311877699,0
0.982247663,3,0.173536277,0.634172643,0.474151328,0.175608273,0.807708919,0.649759601,0
0.967486545,4,0.154540543,0.120945995,0.294607157,0.360338456,0.275486538,0.654945613,0
0.962676713,2,0.312632179,0.016653064,0.424155382,0.060277175,0.329285243,0.484432556,0
0.980167826,3,0.468045174,0.360390035,0.390104416,0.097250984,0.828435209,0.4873554,0
0.962832971,1,0.527868862,0.080905835,0.347207143,0.491036348,0.608774696,0.838243491,0
0.964041549,2,0.162342937,0.184268052,0.057018204,0.061753355,0.346610989,0.118771559,0
0.960144733,1,0.223284229,0.387165553,0.556895048,0.251123287,0.610449782,0.808018336,0
0.970404627,2,0.42519752,0.556703747,0.467439022,0.117751686,0.981901267,0.585190707,0
0.960734145,2,0.333457228,0.082957058,0.309751025,0.385771349,0.416414285,0.695522374,0
0.985175843,0,0.386162405,0.159176289,0.360635746,0.622521186,0.545338694,0.983156933,0
0.974042629,1,0.1508587,0.321530459,0.281340619,0.204332179,0.472389159,0.485672798,0
0.984191495,0,0.586277164,0.389594941,0.215900112,0.617034321,0.975872105,0.832934433,0
0.979261708,1,0.11546551,0.205591779,0.199312757,0.061494248,0.32105729,0.260807004,0
0.974023774,0,0.125552052,0.57046613,0.249827658,0.336822299,0.696018183,0.586649957,0
0.972363916,1,0.220934735,0.298251394,0.360273642,0.347664559,0.519186129,0.707938201,0
0.973683424,1,0.188527682,0.609725841,0.032556338,0.062630361,0.798253523,0.0951867,0
0.978092747,2,0.334526124,0.440214299,0.275389523,0.427531574,0.774740422,0.702921097,0
0.984175616,2,0.209837636,0.192408552,0.189385694,0.269308869,0.402246188,0.458694563,0
0.976463615,3,0.133753237,0.054985682,0.501662666,0.483935811,0.188738919,0.985598477,0
0.975007878,1,0.012263459,0.377215342,0.577707232,0.059619941,0.389478801,0.637327173,0
0.986363874,0,0.170975896,0.057677029,0.228371968,0.472070964,0.228652925,0.700442932,0
0.960602433,4,0.196122562,0.476199205,0.207080238,0.358857988,0.672321767,0.565938226,0
0.982693457,1,0.322583549,0.373830221,0.475068792,0.400778302,0.69641377,0.875847094,0
0.983019634,4,0.300453003,0.143060946,0.534342121,0.206020614,0.443513949,0.740362735,0
0.979096368,1,0.04844191,0.486556283,0.257398808,0.567299088,0.534998193,0.824697897,0
0.975150123,2,0.403833782,0.165070644,0.613623984,0.07766286,0.568904426,0.691286844,0
0.98332384,4,0.052050591,0.215001867,0.442151802,0.087942019,0.267052458,0.530093821,0
0.975587625,3,0.184878015,0.562709504,0.071824573,0.234527859,0.747587518,0.306352432,0
0.984583689,3,0.475399093,0.446415064,0.410983233,0.406521264,0.921814157,0.817504496,0
0.982445852,3,0.009402086,0.319943111,0.154192296,0.472679582,0.329345198,0.626871878,0
0.979924964,2,0.45197789,0.195518954,0.102500986,0.208517658,0.647496845,0.311018644,0
0.988653622,1,0.146892808,0.22122421,0.056392515,0.370153101,0.368117017,0.426545616,0
0.969549069,3,0.100414169,0.407293465,0.152129663,0.344140517,0.507707634,0.496270181,0
0.983699822,1,0.350803573,0.39108233,0.486837597,0.390301327,0.741885903,0.877138924,0
0.972612214,3,0.410185302,0.405179538,0.279813801,0.316053372,0.81536484,0.595867172,0
0.981131629,2,0.393551214,0.340836059,0.12861977,0.140269717,0.734387273,0.268889487,0
0.98030022,0,0.612351399,0.049944605,0.642301459,0.015281762,0.662296004,0.657583221,0
0.988240353,4,0.656117399,0.189720106,0.297216249,0.396626995,0.845837505,0.693843244,0
0.978927352,2,0.422563919,0.410711469,0.384464224,0.601366758,0.833275388,0.985830981,0
0.976682168,3,0.560754669,0.287707115,0.066619885,0.304924056,0.848461783,0.37154394,0
0.989351947,3,0.260494983,0.324530684,0.301694014,0.652532625,0.585025667,0.954226639,0
0.968089561,1,0.433183327,0.203714,0.092191597,0.226919707,0.636897327,0.319111304,0
0.9858266,4,0.290315201,0.642629796,0.204724179,0.268532052,0.932944997,0.47325623,0
0.974036287,0,0.22686596,0.33556341,0.03888626,0.383592724,0.562429369,0.422478984,0
